,GDate,CodOfBuyer,CodOfSeller,Value,Valume
243439,2022-08-22,499959,872562,3160377577,1062584
243445,2022-08-22,499959,972508,2570829819,948066
243450,2022-08-22,499959,113633,7204727608,2443933
243721,2022-08-22,903661,851219,1219912176,562112
243735,2022-08-22,941959,714773,1346980591,477361
245517,2022-08-23,272792,906951,1418876095,624036
245538,2022-08-23,272792,714773,1594167432,516204
245557,2022-08-23,272792,585291,3076007117,1057409
245568,2022-08-23,272792,464558,8036269066,2637058
245591,2022-08-23,272792,300954,8314233976,2779021
245594,2022-08-23,272792,288075,3001379470,1090986
245599,2022-08-23,272792,255135,1544131475,655992
245621,2022-08-23,272792,420703,1097880739,360740
245640,2022-08-23,272792,019696,2575227906,939628
245662,2022-08-23,272792,024772,1658999536,698887
245663,2022-08-23,272792,125749,1509977618,481838
245703,2022-08-23,272792,795763,2632679282,880117
245920,2022-08-23,809541,313822,2495349517,895098
246100,2022-08-23,634126,300954,1334986509,567426
246117,2022-08-23,634126,313822,1623125739,602361
246238,2022-08-23,216223,257441,1115704059,358815
246357,2022-08-23,473383,464558,1387952889,579924
246430,2022-08-23,499959,714773,1965475057,729731
246453,2022-08-23,499959,638791,1203177445,395594
246459,2022-08-23,499959,615402,1404553855,540950
246508,2022-08-23,499959,464558,5751279938,1952873
246511,2022-08-23,499959,447044,2774017918,1004095
246528,2022-08-23,499959,370228,1242320105,543182
246544,2022-08-23,499959,300954,4074408285,1482750
246550,2022-08-23,499959,291165,1098856316,522355
246600,2022-08-23,499959,977938,2635361796,877765
246620,2022-08-23,499959,420703,1200050672,468515
246630,2022-08-23,499959,926231,1276939102,448669
246658,2022-08-23,499959,313822,12251586715,3982170
246665,2022-08-23,499959,055571,1545810790,530698
246699,2022-08-23,499959,061809,2639034585,983281
246707,2022-08-23,499959,284238,4290677195,1423612
246712,2022-08-23,499959,387497,2484431141,959004
246755,2022-08-23,499959,683712,3673243490,1207810
246768,2022-08-23,499959,024772,10486969001,3470544
246773,2022-08-23,499959,265757,1888882824,769982
246778,2022-08-23,499959,545282,4182580842,1389872
246788,2022-08-23,499959,929042,5933750038,2067571
246821,2022-08-23,499959,349330,1172437643,424345
246827,2022-08-23,499959,592348,1262323379,574275
246978,2022-08-23,878743,764953,2367923987,863417
246979,2022-08-23,878743,760893,1781568187,663089
247273,2022-08-23,287371,854357,1158739070,373630
247366,2022-08-24,915618,665255,1199230733,424941
247369,2022-08-24,915618,484708,1831000556,765640
247557,2022-08-24,801059,915618,1138296253,481220
248007,2022-08-24,543300,466984,3962972708,1380619
248728,2022-08-24,120407,463094,1884135922,779791
249025,2022-08-24,272792,204674,1273271752,545245
249502,2022-08-24,909417,502595,1235005430,555167
249526,2022-08-24,909417,493762,3789448888,1334616
249868,2022-08-24,216797,665255,1143347567,410031
250053,2022-08-24,499959,907993,3082127323,1133922
250092,2022-08-24,499959,842050,2004422511,661986
250094,2022-08-24,499959,841718,14621925320,4749803
250105,2022-08-24,499959,819386,1461075401,612212
250129,2022-08-24,499959,776941,1483877315,499829
250151,2022-08-24,499959,714773,1257568136,544087
250160,2022-08-24,499959,692585,1548790607,578872
250170,2022-08-24,499959,665255,2249360676,780776
250190,2022-08-24,499959,616625,1776732364,582214
250192,2022-08-24,499959,606939,4192335385,1519194
250217,2022-08-24,499959,557411,1252291501,419805
250227,2022-08-24,499959,541011,3758510799,1327314
250255,2022-08-24,499959,498171,2066928826,742560
250266,2022-08-24,499959,477681,2563737571,832703
250269,2022-08-24,499959,466984,1267418112,521880
250299,2022-08-24,499959,406520,2380405237,839513
250315,2022-08-24,499959,380360,1270475977,433713
250318,2022-08-24,499959,378179,2596223629,986125
250338,2022-08-24,499959,300954,4967155581,1699021
250392,2022-08-24,499959,194055,1621768136,684413
250461,2022-08-24,499959,270644,1410089420,519974
250464,2022-08-24,499959,245304,1578141890,594687
250506,2022-08-24,499959,375713,1262045366,433956
250507,2022-08-24,499959,535371,2097246269,717522
250509,2022-08-24,499959,362281,1303733161,563266
250511,2022-08-24,499959,079700,1448758969,582482
250557,2022-08-24,499959,161035,2410756761,945355
250560,2022-08-24,499959,205617,1519103634,663198
250562,2022-08-24,499959,255165,2143246731,775662
250566,2022-08-24,499959,439212,1226278805,562113
250583,2022-08-24,499959,809541,4352182067,1443500
250646,2022-08-24,499959,055498,9124732196,3078909
250653,2022-08-24,499959,125749,2501468968,834224
250658,2022-08-24,499959,216797,1219006844,447948
250662,2022-08-24,499959,265757,3612652855,1305692
250695,2022-08-24,499959,039735,3405425828,1142446
250720,2022-08-24,499959,736962,2097279652,774569
250722,2022-08-24,499959,787534,1197730598,542820
250746,2022-08-24,499959,278447,2311119730,807648
250752,2022-08-24,499959,381081,1837020433,751237
250792,2022-08-24,499959,451464,1388362635,603741
250805,2022-08-24,499959,762035,1802848245,740397
250849,2022-08-24,499959,834055,1232204526,542993
250897,2022-08-24,546942,801059,1685692212,597868
250907,2022-08-24,546942,777211,3389307231,1098953
250908,2022-08-24,546942,776941,4364921191,1513015
250919,2022-08-24,546942,714773,4136295284,1356161
250930,2022-08-24,546942,692585,1275081860,417925
250962,2022-08-24,546942,577700,1185709864,380774
250977,2022-08-24,546942,521316,1559284347,575589
250995,2022-08-24,546942,466984,23939294405,7744244
250996,2022-08-24,546942,464558,21393942815,6920019
250997,2022-08-24,546942,463094,8892331637,2936711
251037,2022-08-24,546942,300954,14560168210,4789961
251042,2022-08-24,546942,291460,1246498170,493080
251052,2022-08-24,546942,255135,1898972055,644581
251099,2022-08-24,546942,270644,1417953616,493530
251110,2022-08-24,546942,689068,3108253133,1167605
251145,2022-08-24,546942,060588,10612794497,3550132
251189,2022-08-24,546942,055498,1244089036,524940
251191,2022-08-24,546942,125749,2235837437,713761
251204,2022-08-24,546942,039735,1645375208,622147
251217,2022-08-24,546942,494069,1281415056,571848
251219,2022-08-24,546942,564780,1284206676,454469
251220,2022-08-24,546942,736962,2053496005,678774
251232,2022-08-24,546942,217110,1305887913,437454
251234,2022-08-24,546942,278447,4411516414,1506672
251237,2022-08-24,546942,412841,1196146455,450006
251246,2022-08-24,546942,953174,3200243029,1172698
251289,2022-08-24,546942,676084,1258582459,548644
251291,2022-08-24,546942,693790,2063505526,720617
251378,2022-08-24,878743,841718,2338964803,875004
251786,2022-08-24,369049,255165,1216411751,501133
251883,2022-08-24,875098,464558,1117714283,513017
252157,2022-08-27,748781,746131,1832588393,691697
252416,2022-08-27,524548,777211,1096411136,372449
252602,2022-08-27,360621,335751,1209010677,536530
252777,2022-08-27,211740,335751,1209162678,551553
252787,2022-08-27,209742,229831,1499894545,584475
252788,2022-08-27,209742,335751,1241623893,550153
253306,2022-08-27,269993,449538,1376699942,479532
253460,2022-08-27,634126,453361,1479960164,628699
253517,2022-08-27,140002,564263,1102004586,454480
253712,2022-08-27,499959,866397,2077108140,705216
253718,2022-08-27,499959,860233,1880243783,615813
253768,2022-08-27,499959,748781,1237571043,438087
253813,2022-08-27,499959,646773,14552655405,4719189
253837,2022-08-27,499959,603670,2010816735,783040
253880,2022-08-27,499959,525681,2847230531,968957
253913,2022-08-27,499959,480460,2114821028,715045
253915,2022-08-27,499959,476634,1242460639,465804
253927,2022-08-27,499959,452575,12419217767,4064540
253932,2022-08-27,499959,444373,1096372928,454622
253934,2022-08-27,499959,443334,2942914388,988017
253948,2022-08-27,499959,411556,2483082852,825466
253966,2022-08-27,499959,370626,1194883157,389089
253967,2022-08-27,499959,370228,1256719022,447279
253973,2022-08-27,499959,359993,1248538082,473613
254017,2022-08-27,499959,257729,1246447587,447442
254025,2022-08-27,499959,228084,1159365700,498035
254032,2022-08-27,499959,223402,2313206564,922984
254045,2022-08-27,499959,203608,3101010660,1073862
254049,2022-08-27,499959,189066,1411278264,540739
254050,2022-08-27,499959,187829,2258305940,882957
254067,2022-08-27,499959,133747,1654877003,684107
254073,2022-08-27,499959,117083,2979774110,1006628
254089,2022-08-27,499959,760909,2319634813,886180
254130,2022-08-27,499959,130133,1409480491,502057
254134,2022-08-27,499959,739094,3492948119,1300713
254149,2022-08-27,499959,815368,1211790229,491827
254158,2022-08-27,499959,746131,4094357339,1475211
254164,2022-08-27,499959,957941,8529477428,2859345
254184,2022-08-27,499959,192379,13397110011,4330359
254188,2022-08-27,499959,265124,4286588649,1495277
254190,2022-08-27,499959,325501,16425065590,5382979
254224,2022-08-27,499959,060588,4366806569,1447322
254237,2022-08-27,499959,229831,1490065764,617836
254243,2022-08-27,499959,352268,7389381825,2515313
254266,2022-08-27,499959,864636,2250125393,866024
254272,2022-08-27,499959,949619,2420042041,929297
254291,2022-08-27,499959,335751,16255298596,5406824
254319,2022-08-27,499959,001367,1560667128,619847
254327,2022-08-27,499959,125749,2439404848,856624
254337,2022-08-27,499959,305582,2022966632,696544
254339,2022-08-27,499959,380828,1125127885,376201
254347,2022-08-27,499959,592949,1280379821,499474
254365,2022-08-27,499959,110291,4291008950,1507986
254372,2022-08-27,499959,343237,1308909004,540769
254376,2022-08-27,499959,473542,1115110807,504019
254412,2022-08-27,499959,217110,1132687318,366271
254416,2022-08-27,499959,291445,1186657447,480491
254423,2022-08-27,499959,449538,4605707154,1533418
254436,2022-08-27,499959,738462,22431900999,7281110
254451,2022-08-27,499959,068821,1122674713,385083
254458,2022-08-27,499959,099597,1323223228,588178
254492,2022-08-27,499959,761753,4576095835,1534878
254532,2022-08-27,499959,564263,4541537138,1531660
254581,2022-08-27,546942,629818,3991642628,1329153
254582,2022-08-27,546942,624272,1238674734,514117
254592,2022-08-27,546942,411556,1558248034,508397
254652,2022-08-27,546942,855282,2486875817,922376
254655,2022-08-27,546942,039735,1433053324,465170
254683,2022-08-27,608397,189066,1563167761,597929
254780,2022-08-27,572778,335751,3304308668,1101554
254975,2022-08-27,573991,777211,1228298897,542099
255174,2022-08-27,154593,452575,1578129517,680030
255640,2022-08-28,739793,690467,1171624595,458281
255825,2022-08-28,660803,612776,1181335084,442809
255979,2022-08-28,603670,781773,1337523294,464330
255986,2022-08-28,603670,635453,1100320710,513147
255997,2022-08-28,603670,434118,1187499733,419137
256014,2022-08-28,603670,461070,1118958849,517245
256265,2022-08-28,502605,125749,1690056342,680459
256348,2022-08-28,462333,690467,2919986494,1026560
256561,2022-08-28,364343,477752,4241058092,1529874
256582,2022-08-28,364343,693093,5621708423,2054457
256599,2022-08-28,364343,633684,1951181398,734236
256981,2022-08-28,234668,692065,1149489307,428977
257041,2022-08-28,209742,564263,1122349962,541136
257062,2022-08-28,191582,690467,1481299469,571716
257158,2022-08-28,162843,612776,1220518723,559201
257672,2022-08-28,746131,524739,2210954835,853626
257826,2022-08-28,265124,477752,1200831633,463787
257877,2022-08-28,429477,110242,1686792333,681198
257932,2022-08-28,685708,612776,141978160588,48417814
258740,2022-08-28,929042,690467,1230880249,416106
258843,2022-08-28,499959,477752,5766904167,2052480
258852,2022-08-28,499959,922913,1744994494,706857
258860,2022-08-28,499959,564263,2555305297,1023386
259134,2022-08-28,524739,477752,1673632699,648110
259187,2022-08-28,738462,690467,6488815634,2335027
259201,2022-08-28,738462,285400,2805422968,1048411
259213,2022-08-28,738462,121470,1155251311,411798
259336,2022-08-28,244106,806576,1188589553,442640
259338,2022-08-28,244106,477752,6135101705,2079068
259341,2022-08-28,244106,633684,1586043144,599439
259344,2022-08-28,244106,564263,1257218623,534103
259440,2022-08-28,693123,181452,1125909945,468016
259791,2022-08-28,113633,470163,1174742243,569064
260202,2022-08-29,698657,739793,1189266952,523402
260351,2022-08-29,664285,876975,1175616353,495087
260668,2022-08-29,466984,521316,1274513670,525140
260692,2022-08-29,466984,450943,1262166237,600865
260693,2022-08-29,466984,125749,2710495472,1066988
260695,2022-08-29,466984,691394,5637915884,2008670
260697,2022-08-29,466984,157548,1309336909,564345
260702,2022-08-29,466984,944717,2472603594,908004
260704,2022-08-29,466984,074228,1153008636,431327
261169,2022-08-29,191582,841718,1461210637,639297
261187,2022-08-29,191582,157548,1168368811,411960
261366,2022-08-29,948945,841718,2165926815,746843
261740,2022-08-29,246537,157548,1112472641,478258
261827,2022-08-29,685708,691394,1946295303,805029
261828,2022-08-29,685708,157548,1173119224,493638
261887,2022-08-29,061809,841718,1137510152,469101
261892,2022-08-29,061809,157548,1157906072,464344
262651,2022-08-29,499959,841718,3694450847,1370782
262667,2022-08-29,499959,664285,1578514028,571643
262673,2022-08-29,499959,585210,1532420071,613535
262716,2022-08-29,499959,259057,2960019296,1110126
262733,2022-08-29,499959,650325,1483800409,540079
262781,2022-08-29,499959,125749,3338061023,1266582
262793,2022-08-29,499959,276637,1805263228,667758
262844,2022-08-29,698118,691394,1162129762,455255
263025,2022-08-29,738462,125749,3334230993,1276270
263033,2022-08-29,738462,157548,1292336369,597267
263131,2022-08-29,244106,841718,1179430773,482074
263389,2022-08-29,799360,691394,1860083230,768919
263734,2022-08-30,646773,645158,1582423893,590285
263736,2022-08-30,646773,603670,1945293610,685678
263740,2022-08-30,646773,411556,4699046150,1631248
263742,2022-08-30,646773,199689,1231064807,447653
264270,2022-08-30,288984,765685,1206583467,409007
264417,2022-08-30,220364,690467,1223722239,571719
264773,2022-08-30,393344,463767,1680792181,603157
264775,2022-08-30,393344,411556,3010182218,1093322
264781,2022-08-30,393344,765685,1984506700,741001
264865,2022-08-30,325501,454090,1089326113,453320
264945,2022-08-30,546578,645158,1665406327,597839
264981,2022-08-30,546578,644797,1232479557,423732
264999,2022-08-30,546578,886226,1307444688,591477
265151,2022-08-30,161931,645158,3134504867,1146061
265183,2022-08-30,161931,644797,2441854437,926755
265614,2022-08-30,499959,702457,1140896260,410389
265626,2022-08-30,499959,645158,6393326555,2146850
265634,2022-08-30,499959,603670,4613653333,1604432
265666,2022-08-30,499959,411556,6548413828,2193633
265728,2022-08-30,499959,130133,2965722220,1057696
265735,2022-08-30,499959,495623,2181570737,847771
265738,2022-08-30,499959,765685,2443638748,928347
265770,2022-08-30,499959,718180,2066572386,758713
265829,2022-08-30,499959,864834,1642069109,587625
266379,2022-08-31,740635,645158,1510530349,534929
267102,2022-08-31,403375,783778,1202334108,525085
267296,2022-08-31,465833,645158,1346875824,490618
267465,2022-08-31,499959,758706,2401163330,810111
267469,2022-08-31,499959,709067,2414058588,865391
267475,2022-08-31,499959,645158,13846459483,4743503
267482,2022-08-31,499959,603670,5820523158,2080043
267550,2022-08-31,499959,929042,2140563823,835091
267557,2022-08-31,499959,781116,1345260547,608134
267959,2022-09-03,679836,775569,1206451152,500408
268158,2022-09-03,463135,476516,1500624562,646334
268312,2022-09-03,288984,645158,1516120925,618491
268583,2022-09-03,604291,434118,1522751832,517041
268740,2022-09-03,201276,466984,1157162158,524269
268877,2022-09-03,325501,645158,5101018758,1725323
269083,2022-09-03,061324,718180,1094362899,388282
269376,2022-09-03,499959,907953,1127601588,409678
269382,2022-09-03,499959,645158,4152875056,1547501
269389,2022-09-03,499959,476516,1392980659,509772
269390,2022-09-03,499959,463242,1156152164,406666
269402,2022-09-03,499959,272929,1435014174,576091
269403,2022-09-03,499959,270146,1154788491,424785
269407,2022-09-03,499959,189773,1244596960,415241
269410,2022-09-03,499959,150367,3335616535,1187153
269416,2022-09-03,499959,554063,3015434223,1136314
269432,2022-09-03,499959,522899,1500545774,598595
269434,2022-09-03,499959,929042,3395476265,1269690
269835,2022-09-03,382021,775569,1965974117,788003
270448,2022-09-04,302673,913309,1446469316,605556
270772,2022-09-04,545000,306331,2028063505,796352
